"lui incoraggia -> (che) Imperfetto","che lui incoraggiasse"
"tu incontri -> (che) Imperfetto","che tu incontrassi"
"lei gode -> (che) Presente","che lei goda"
"noi ci arrabbiamo -> (che) Presente","che noi ci arrabbiamo"
"tu leggi -> (che) Imperfetto","che tu leggessi"
"loro(m) modificano -> (che) Presente","che loro(m) modifichino"
"loro(m) mangiano -> (che) Presente","che loro(m) mangino"
"loro(f) offrono -> (che) Presente","che loro(f) offrano"
"voi immaginate -> (che) Presente","che voi immaginiate"
"voi finanziate -> (che) Imperfetto","che voi finanziaste"
"lui difende -> (che) Presente","che lui difenda"
"lei considera -> (che) Imperfetto","che lei considerasse"
"tu ti perdi -> (che) Imperfetto","che tu ti perdessi"
"lui vince -> (che) Imperfetto","che lui vincesse"
"voi comprendete -> (che) Presente","che voi comprendiate"
"lui soddisfa -> (che) Presente","che lui soddisfi"
"loro(m) favoriscono -> (che) Presente","che loro(m) favoriscano"
"loro(m) temono -> (che) Presente","che loro(m) temano"
"tu mantieni -> (che) Imperfetto","che tu mantenessi"
"lui canta -> (che) Presente","che lui canti"
"voi scendete -> (che) Imperfetto","che voi scendeste"
"io mi alzo -> (che) Presente","che io mi alzi"
"lui presenta -> (che) Presente","che lui presenti"
"lui condivide -> (che) Presente","che lui condivida"
"lui è -> (che) Imperfetto","che lui fosse"
"tu produci -> (che) Imperfetto","che tu producessi"
"tu riduci -> (che) Imperfetto","che tu riducessi"
"lei verifica -> (che) Presente","che lei verifichi"
"voi scendete -> (che) Presente","che voi scendiate"
"io cado -> (che) Presente","che io cada"
"lui serve -> (che) Imperfetto","che lui servisse"
"loro(f) pensano -> (che) Presente","che loro(f) pensino"
"voi riconoscete -> (che) Imperfetto","che voi riconosceste"
"lui rimane -> (che) Imperfetto","che lui rimanesse"
"lui utilizza -> (che) Presente","che lui utilizzi"
"noi teniamo -> (che) Presente","che noi teniamo"
"tu mantieni -> (che) Presente","che tu mantenga"
"lei contribuisce -> (che) Imperfetto","che lei contribuisse"
"loro(f) accettano -> (che) Presente","che loro(f) accettino"
"loro(f) trovano -> (che) Imperfetto","che loro(f) trovassero"
"lei scopre -> (che) Presente","che lei scopra"
"loro(f) organizzano -> (che) Imperfetto","che loro(f) organizzassero"
"lei si accomoda -> (che) Imperfetto","che lei si accomodasse"
"voi individuate -> (che) Imperfetto","che voi individuaste"
"voi spiegate -> (che) Imperfetto","che voi spiegaste"
"lei si sente -> (che) Imperfetto","che lei si sentisse"
"io determino -> (che) Imperfetto","che io determinassi"
"tu aiuti -> (che) Imperfetto","che tu aiutassi"
"voi temete -> (che) Imperfetto","che voi temeste"
"loro(f) considerano -> (che) Presente","che loro(f) considerino"
"loro(m) decidono -> (che) Presente","che loro(m) decidano"
"loro(f) si alzano -> (che) Imperfetto","che loro(f) si alzassero"
"voi sostenete -> (che) Imperfetto","che voi sosteneste"
"tu salvi -> (che) Imperfetto","che tu salvassi"
"lui deve -> (che) Presente","che lui deva"
"lei impara -> (che) Presente","che lei impari"
"tu accedi -> (che) Presente","che tu acceda"
"tu studi -> (che) Imperfetto","che tu studiassi"
"loro(f) mettono -> (che) Imperfetto","che loro(f) mettessero"
"lui sostituisce -> (che) Imperfetto","che lui sostituisse"
"io mi metto -> (che) Presente","che io mi metta"
"noi proviamo -> (che) Presente","che noi proviamo"
"lui appare -> (che) Presente","che lui appaia"
"loro(m) tacciono -> (che) Presente","che loro(m) tacciano"
"lei individua -> (che) Presente","che lei individui"
"tu previeni -> (che) Presente","che tu prevenga"
"loro(f) finiscono -> (che) Imperfetto","che loro(f) finissero"
"loro(f) continuano -> (che) Presente","che loro(f) continuino"
"lei pensa -> (che) Imperfetto","che lei pensasse"
"lei fa -> (che) Presente","che lei faccia"
"lei riceve -> (che) Presente","che lei riceva"
"voi rafforzate -> (che) Presente","che voi rafforziate"
"tu sembri -> (che) Imperfetto","che tu sembrassi"
"io ballo -> (che) Presente","che io balli"
"lui adotta -> (che) Imperfetto","che lui adottasse"
"lui vuole -> (che) Presente","che lui voglia"
"loro(m) amano -> (che) Presente","che loro(m) amino"
"loro(f) aspettano -> (che) Presente","che loro(f) aspettino"
"loro(f) contribuiscono -> (che) Presente","che loro(f) contribuiscano"
"lui apre -> (che) Imperfetto","che lui aprisse"
"noi valutiamo -> (che) Imperfetto","che noi valutassimo"
"lei decide -> (che) Imperfetto","che lei decidesse"
"noi copriamo -> (che) Imperfetto","che noi coprissimo"
"voi preparate -> (che) Imperfetto","che voi preparaste"
"lei parla -> (che) Imperfetto","che lei parlasse"
"lui stabilisce -> (che) Presente","che lui stabilisca"
"lei effettua -> (che) Imperfetto","che lei effettuasse"
"loro(f) finiscono -> (che) Presente","che loro(f) finiscano"
"loro(m) verificano -> (che) Imperfetto","che loro(m) verificassero"
"lui distrugge -> (che) Imperfetto","che lui distruggesse"
"lui favorisce -> (che) Imperfetto","che lui favorisse"
"lei ride -> (che) Imperfetto","che lei ridesse"
"lei si diverte -> (che) Presente","che lei si diverta"
"tu corri -> (che) Imperfetto","che tu corressi"
"noi capiamo -> (che) Imperfetto","che noi capissimo"
"loro(f) affrontano -> (che) Imperfetto","che loro(f) affrontassero"
"tu ti addormenti -> (che) Imperfetto","che tu ti addormentassi"
"loro(f) cominciano -> (che) Imperfetto","che loro(f) cominciassero"
"noi spieghiamo -> (che) Presente","che noi spieghiamo"
"loro(m) installano -> (che) Imperfetto","che loro(m) installassero"
"voi nascondete -> (che) Presente","che voi nascondiate"
"loro(m) piacciono -> (che) Imperfetto","che loro(m) piacessero"
"io devo/ebbo -> (che) Imperfetto","che io dovessi"
"lui prende -> (che) Presente","che lui prenda"
"tu fornisci -> (che) Presente","che tu fornisca"
"noi ci svegliamo -> (che) Imperfetto","che noi ci svegliassimo"
"lui spara -> (che) Imperfetto","che lui sparasse"
"lei si addormenta -> (che) Presente","che lei si addormenti"
"lui funziona -> (che) Imperfetto","che lui funzionasse"
"lei garantisce -> (che) Presente","che lei garantisca"
"io assicuro -> (che) Imperfetto","che io assicurassi"
"lei salta -> (che) Presente","che lei salti"
"loro(m) assumono -> (che) Presente","che loro(m) assumano"
"noi chiediamo -> (che) Imperfetto","che noi chiedessimo"
"tu ricordi -> (che) Imperfetto","che tu ricordassi"
"loro(f) vanno -> (che) Presente","che loro(f) vadano"
"loro(f) arrivano -> (che) Imperfetto","che loro(f) arrivassero"
"noi inseriamo -> (che) Presente","che noi inseriamo"
"io comunico -> (che) Imperfetto","che io comunicassi"
"noi avviamo -> (che) Presente","che noi avviamo"
"lui invia -> (che) Imperfetto","che lui inviasse"
"io posso -> (che) Presente","che io possa"
"noi raccogliamo -> (che) Imperfetto","che noi raccogliessimo"
"loro(f) scaricano -> (che) Imperfetto","che loro(f) scaricassero"
"loro(f) studiano -> (che) Presente","che loro(f) studino"
"loro(m) cadono -> (che) Imperfetto","che loro(m) cadessero"
"noi seguiamo -> (che) Imperfetto","che noi seguissimo"
"loro(m) giocano -> (che) Presente","che loro(m) giochino"
"voi eliminate -> (che) Presente","che voi eliminiate"
"tu rimuovi -> (che) Imperfetto","che tu rimuovessi"
"lui fornisce -> (che) Imperfetto","che lui fornisse"
"loro(f) arrivano -> (che) Presente","che loro(f) arrivino"
"noi crediamo -> (che) Presente","che noi crediamo"
"loro(m) dimenticano -> (che) Presente","che loro(m) dimentichino"
"lui lavora -> (che) Imperfetto","che lui lavorasse"
"lei abita -> (che) Presente","che lei abiti"
"lei gestisce -> (che) Presente","che lei gestisca"
"io appaio -> (che) Imperfetto","che io apparissi"
"lei promuove -> (che) Presente","che lei promuova"
"voi vi ricordate -> (che) Presente","che voi vi ricordiate"
"noi apriamo -> (che) Presente","che noi apriamo"
"loro(f) selezionano -> (che) Imperfetto","che loro(f) selezionassero"
"tu perdi -> (che) Imperfetto","che tu perdessi"
"noi sopravviviamo -> (che) Imperfetto","che noi sopravvivessimo"
"voi incoraggiate -> (che) Presente","che voi incoraggiate"
"noi identifichiamo -> (che) Imperfetto","che noi identificassimo"
"noi adottiamo -> (che) Presente","che noi adottiamo"
"loro(f) si preparano -> (che) Presente","che loro(f) si preparino"
"lei introduce -> (che) Imperfetto","che lei introducesse"
"lei sente -> (che) Presente","che lei senta"
"io costruisco -> (che) Imperfetto","che io costruissi"
"voi vendete -> (che) Imperfetto","che voi vendeste"
"noi valutiamo -> (che) Presente","che noi valutiamo"
"voi attuate -> (che) Imperfetto","che voi attuaste"
"loro(m) riconoscono -> (che) Presente","che loro(m) riconoscano"
"noi consentiamo -> (che) Imperfetto","che noi consentissimo"
"tu includi -> (che) Imperfetto","che tu includessi"
"loro(f) smettono -> (che) Presente","che loro(f) smettano"
"io chiamo -> (che) Imperfetto","che io chiamassi"
"tu smetti -> (che) Imperfetto","che tu smettessi"
"tu attui -> (che) Presente","che tu attui"
"loro(f) completano -> (che) Presente","che loro(f) completino"
"tu poni -> (che) Presente","che tu ponga"
"voi seguite -> (che) Presente","che voi seguiate"
"noi scegliamo -> (che) Imperfetto","che noi scegliessimo"
"io dormo -> (che) Presente","che io dorma"
"lei guida -> (che) Imperfetto","che lei guidasse"
"noi diamo -> (che) Presente","che noi diamo"
"noi paghiamo -> (che) Presente","che noi paghiamo"
"voi vi spogliate -> (che) Imperfetto","che voi vi spogliaste"
"loro(m) chiudono -> (che) Imperfetto","che loro(m) chiudessero"
"voi viaggiate -> (che) Presente","che voi viaggiate"
"loro(f) lavorano -> (che) Presente","che loro(f) lavorino"
"lui si innamora -> (che) Imperfetto","che lui si innamorasse"
"lei torna -> (che) Imperfetto","che lei tornasse"
"lei stabilisce -> (che) Imperfetto","che lei stabilisse"
"io proteggo -> (che) Imperfetto","che io proteggessi"
"tu raggiungi -> (che) Presente","che tu raggiunga"
"loro(f) si fermano -> (che) Presente","che loro(f) si fermino"
"tu introduci -> (che) Presente","che tu introduca"
"io pago -> (che) Imperfetto","che io pagassi"
"tu dimentichi -> (che) Imperfetto","che tu dimenticassi"
"loro(m) discutono -> (che) Presente","che loro(m) discutano"
"noi continuiamo -> (che) Imperfetto","che noi continuassimo"
"voi realizzate -> (che) Presente","che voi realizziate"
"noi ci prepariamo -> (che) Imperfetto","che noi ci preparassimo"
"loro(f) hanno -> (che) Imperfetto","che loro(f) avessero"
"loro(m) rispondono -> (che) Imperfetto","che loro(m) rispondessero"
"io imparo -> (che) Imperfetto","che io imparassi"
"noi rendiamo -> (che) Imperfetto","che noi rendessimo"
"loro(f) guidano -> (che) Presente","che loro(f) guidino"
"lui si preoccupa -> (che) Presente","che lui si preoccupi"
"loro(m) indicano -> (che) Imperfetto","che loro(m) indicassero"
"lui evita -> (che) Presente","che lui eviti"
"noi presentiamo -> (che) Imperfetto","che noi presentassimo"
"io causo -> (che) Presente","che io causi"
"voi usate -> (che) Imperfetto","che voi usaste"
"voi producete -> (che) Presente","che voi produciate"
"io ringrazio -> (che) Imperfetto","che io ringraziassi"
"voi crescete -> (che) Presente","che voi cresciate"
"tu entri -> (che) Presente","che tu entri"
"tu sviluppi -> (che) Imperfetto","che tu sviluppassi"
"tu avvii -> (che) Imperfetto","che tu avviassi"
"lui elimina -> (che) Imperfetto","che lui eliminasse"
"lui acquista -> (che) Imperfetto","che lui acquistasse"
"noi beviamo -> (che) Imperfetto","che noi bevessimo"
"loro(m) superano -> (che) Presente","che loro(m) superino"
"loro(f) ringraziano -> (che) Presente","che loro(f) ringrazino"
"lei scarica -> (che) Presente","che lei scarichi"
"noi accettiamo -> (che) Imperfetto","che noi accettassimo"
"lui controlla -> (che) Presente","che lui controlli"
"loro(m) discutono -> (che) Imperfetto","che loro(m) discutessero"
"io installo -> (che) Presente","che io installi"
"voi servite -> (che) Presente","che voi serviate"
"loro(f) preparano -> (che) Presente","che loro(f) preparino"
"lei lascia -> (che) Presente","che lei lasci"
"lui inserisce -> (che) Imperfetto","che lui inserisse"
"voi identificate -> (che) Presente","che voi identifichiate"
"io corro -> (che) Presente","che io corra"
"voi restate -> (che) Imperfetto","che voi restaste"
"lei compra -> (che) Imperfetto","che lei comprasse"
"voi ricevete -> (che) Imperfetto","che voi riceveste"
"io fermo -> (che) Presente","che io fermi"
"tu sostituisci -> (che) Presente","che tu sostituisca"
"voi richiedete -> (che) Presente","che voi richiediate"
"lei rende -> (che) Presente","che lei renda"
"loro(m) aggiungono -> (che) Presente","che loro(m) aggiungano"
"loro(m) stanno -> (che) Presente","che loro(m) stiano"
"loro(f) realizzano -> (che) Imperfetto","che loro(f) realizzassero"
"lei funziona -> (che) Presente","che lei funzioni"
"loro(m) si arrabbiano -> (che) Imperfetto","che loro(m) si arrabbiassero"
"noi puliamo -> (che) Imperfetto","che noi pulissimo"
"voi vi preoccupate -> (che) Imperfetto","che voi vi preoccupaste"
"noi agiamo -> (che) Imperfetto","che noi agissimo"
"voi difendete -> (che) Imperfetto","che voi difendeste"
"lei riesce -> (che) Presente","che lei riesca"
"io accedo -> (che) Imperfetto","che io accedessi"
"voi vi pettinate -> (che) Presente","che voi vi pettiniate"
"io offro -> (che) Imperfetto","che io offrissi"
"tu promuovi -> (che) Imperfetto","che tu promuovessi"
"voi esprimete -> (che) Imperfetto","che voi esprimeste"
"loro(f) guardano -> (che) Imperfetto","che loro(f) guardassero"
"loro(f) si vestono -> (che) Presente","che loro(f) si vestano"
"tu indichi -> (che) Presente","che tu indichi"
"io spedisco -> (che) Presente","che io spedisca"
"loro(f) restano -> (che) Presente","che loro(f) restino"
"loro(m) iniziano -> (che) Imperfetto","che loro(m) iniziassero"
"tu limiti -> (che) Imperfetto","che tu limitassi"
"noi sopravviviamo -> (che) Presente","che noi sopravviviamo"
"loro(m) rispettano -> (che) Imperfetto","che loro(m) rispettassero"
"loro(m) cucinano -> (che) Imperfetto","che loro(m) cucinassero"
"tu esegui -> (che) Imperfetto","che tu eseguissi"
"voi partecipate -> (che) Imperfetto","che voi partecipaste"
"voi vi sentite -> (che) Presente","che voi vi sentiate"
"tu combatti -> (che) Imperfetto","che tu combattessi"
"io limito -> (che) Presente","che io limiti"
"loro(f) preferiscono -> (che) Imperfetto","che loro(f) preferissero"
"loro(f) ricordano -> (che) Presente","che loro(f) ricordino"
"io garantisco -> (che) Imperfetto","che io garantissi"
"voi comprate -> (che) Presente","che voi compriate"
"loro(f) si sièdono/èggono -> (che) Presente","che loro(f) si sièdano/èggano"
"lei prova -> (che) Imperfetto","che lei provasse"
"lei si ricorda -> (che) Imperfetto","che lei si ricordasse"
"lei esamina -> (che) Imperfetto","che lei esaminasse"
"tu torni -> (che) Presente","che tu torni"
"loro(f) soddisfano -> (che) Imperfetto","che loro(f) soddisfacessero"
"loro(m) distruggono -> (che) Presente","che loro(m) distruggano"
"loro(m) rimangono -> (che) Presente","che loro(m) rimangano"
"lei si siède -> (che) Imperfetto","che lei si sedesse"
"tu tieni -> (che) Imperfetto","che tu tenessi"
"noi conosciamo -> (che) Presente","che noi conosciamo"
"lei parte -> (che) Imperfetto","che lei partisse"
"lei si fa -> (che) Imperfetto","che lei si facesse"
"lei fa -> (che) Imperfetto","che lei facesse"
"loro(m) assumono -> (che) Imperfetto","che loro(m) assumessero"
"loro(f) modificano -> (che) Imperfetto","che loro(f) modificassero"
"noi crediamo -> (che) Imperfetto","che noi credessimo"
"loro(f) si annoiano -> (che) Presente","che loro(f) si annoino"
"voi vedete -> (che) Imperfetto","che voi vedeste"
"io perdo -> (che) Presente","che io perda"
"io aspetto -> (che) Imperfetto","che io aspettassi"
"tu vivi -> (che) Presente","che tu viva"
"noi ci chiamiamo -> (che) Presente","che noi ci chiamiamo"
"tu utilizzi -> (che) Imperfetto","che tu utilizzassi"
"noi dimostriamo -> (che) Imperfetto","che noi dimostrassimo"
"noi beviamo -> (che) Presente","che noi beviamo"
"loro(m) comprendono -> (che) Imperfetto","che loro(m) comprendessero"
"lui viene -> (che) Imperfetto","che lui venisse"
"io consento -> (che) Presente","che io consenta"
"voi diventate -> (che) Presente","che voi diventiate"
"loro(m) spediscono -> (che) Imperfetto","che loro(m) spedissero"
"tu visiti -> (che) Imperfetto","che tu visitassi"
"loro(m) affrontano -> (che) Presente","che loro(m) affrontino"
"lui raccoglie -> (che) Presente","che lui raccolga"
"tu cerchi -> (che) Presente","che tu cerchi"
"lui protegge -> (che) Presente","che lui protegga"
"noi partecipiamo -> (che) Presente","che noi partecipiamo"
"noi definiamo -> (che) Presente","che noi definiamo"
"io ascolto -> (che) Presente","che io ascolti"
"voi comunicate -> (che) Presente","che voi comunichiate"
"tu esci -> (che) Imperfetto","che tu uscissi"
"voi partite -> (che) Presente","che voi partiate"
"tu ti accomodi -> (che) Presente","che tu ti accomodi"
"noi ci innamoriamo -> (che) Presente","che noi ci innamoriamo"
"io muoio -> (che) Imperfetto","che io morissi"
"io costruisco -> (che) Presente","che io costruisca"
"noi sembriamo -> (che) Presente","che noi sembriamo"
"voi definite -> (che) Imperfetto","che voi definiste"
"lui acquista -> (che) Presente","che lui acquisti"
"noi dormiamo -> (che) Imperfetto","che noi dormissimo"
"loro(m) nascono -> (che) Imperfetto","che loro(m) nascessero"
"lui legge -> (che) Presente","che lui legga"
"io cerco -> (che) Imperfetto","che io cercassi"
"lei mangia -> (che) Imperfetto","che lei mangiasse"
"loro(m) guardano -> (che) Presente","che loro(m) guardino"
"io aumento -> (che) Presente","che io aumenti"
"loro(f) nascondono -> (che) Imperfetto","che loro(f) nascondessero"
"loro(f) permettono -> (che) Imperfetto","che loro(f) permettessero"
"tu crei -> (che) Imperfetto","che tu creassi"
"tu migliori -> (che) Imperfetto","che tu migliorassi"
"lui sente -> (che) Imperfetto","che lui sentisse"
"noi organizziamo -> (che) Presente","che noi organizziamo"
"lui scrive -> (che) Presente","che lui scriva"
"lui ha -> (che) Presente","che lui abbia"
"lui gode -> (che) Imperfetto","che lui godesse"
"loro(f) danno -> (che) Imperfetto","che loro(f) dessero"
"noi puliamo -> (che) Presente","che noi puliamo"
"tu sviluppi -> (che) Presente","che tu sviluppi"
"lui uccide -> (che) Presente","che lui uccida"
"lei gioca -> (che) Imperfetto","che lei giocasse"
"lui sale -> (che) Imperfetto","che lui salisse"
"lei è -> (che) Presente","che lei sia"
"noi viaggiamo -> (che) Imperfetto","che noi viaggiassimo"
"lui impedisce -> (che) Imperfetto","che lui impedisse"
"lei incontra -> (che) Presente","che lei incontri"
"lei raggiunge -> (che) Imperfetto","che lei raggiungesse"
"io sparo -> (che) Presente","che io spari"
"voi scrivete -> (che) Imperfetto","che voi scriveste"
"voi preferite -> (che) Presente","che voi preferiate"
"io muoio -> (che) Presente","che io muoia"
"loro(f) permettono -> (che) Presente","che loro(f) permettano"
"voi uccidete -> (che) Imperfetto","che voi uccideste"
"voi recuperate -> (che) Presente","che voi recuperiate"
"voi vivete -> (che) Imperfetto","che voi viveste"
"voi sostenete -> (che) Presente","che voi sosteniate"
"tu spegni -> (che) Presente","che tu spenga"
"loro(m) agiscono -> (che) Presente","che loro(m) agiscano"
"io dico -> (che) Imperfetto","che io dicessi"
"loro(m) recuperano -> (che) Imperfetto","che loro(m) recuperassero"
"loro(f) si lavano -> (che) Imperfetto","che loro(f) si lavassero"
"noi sappiamo -> (che) Presente","che noi sappiamo"
"lui si fa -> (che) Presente","che lui si faccia"
"loro(f) controllano -> (che) Imperfetto","che loro(f) controllassero"
"lei aiuta -> (che) Presente","che lei aiuti"
"tu salti -> (che) Imperfetto","che tu saltassi"
"loro(f) visitano -> (che) Presente","che loro(f) visitino"
"noi saliamo -> (che) Presente","che noi saliamo"
"tu chiudi -> (che) Presente","che tu chiuda"
"loro(f) confermano -> (che) Presente","che loro(f) confermino"
"noi svolgiamo -> (che) Presente","che noi svolgiamo"
"loro(m) vincono -> (che) Presente","che loro(m) vincano"
"voi amate -> (che) Imperfetto","che voi amaste"
"tu canti -> (che) Imperfetto","che tu cantassi"
"lei cambia -> (che) Imperfetto","che lei cambiasse"
"loro(m) esaminano -> (che) Presente","che loro(m) esaminino"
"loro(f) coprono -> (che) Presente","che loro(f) coprano"
"loro(f) vogliono -> (che) Imperfetto","che loro(f) volessero"
"lei applica -> (che) Imperfetto","che lei applicasse"
"noi chiediamo -> (che) Presente","che noi chiediamo"
"loro(f) abitano -> (che) Imperfetto","che loro(f) abitassero"
"tu piaci -> (che) Presente","che tu piaccia"
"lui riduce -> (che) Presente","che lui riduca"
"lei aggiunge -> (che) Imperfetto","che lei aggiungesse"
"io esco -> (che) Presente","che io esca"
"loro(f) ascoltano -> (che) Imperfetto","che loro(f) ascoltassero"
"tu noti -> (che) Imperfetto","che tu notassi"
"lei completa -> (che) Imperfetto","che lei completasse"
"loro(m) si fermano -> (che) Imperfetto","che loro(m) si fermassero"
"noi preveniamo -> (che) Imperfetto","che noi prevenissimo"
"lei dice -> (che) Presente","che lei dica"
"io porto -> (che) Presente","che io porti"
"noi immaginiamo -> (che) Imperfetto","che noi immaginassimo"
"io spengo -> (che) Imperfetto","che io spegnessi"
"voi mostrate -> (che) Presente","che voi mostriate"
"lei parla -> (che) Presente","che lei parli"
"noi richiediamo -> (che) Imperfetto","che noi richiedessimo"
"tu crei -> (che) Presente","che tu crei"
"io impedisco -> (che) Presente","che io impedisca"
"tu vedi -> (che) Presente","che tu veda/egga"
"lei condivide -> (che) Imperfetto","che lei condividesse"
"voi portate -> (che) Imperfetto","che voi portaste"
"lei esegue -> (che) Presente","che lei esegua"
"tu rimuovi -> (che) Presente","che tu rimuova"
"voi ottenete -> (che) Imperfetto","che voi otteneste"
"voi inviate -> (che) Presente","che voi inviate"
"noi scopriamo -> (che) Imperfetto","che noi scoprissimo"
"lei chiama -> (che) Presente","che lei chiami"
"noi ridiamo -> (che) Presente","che noi ridiamo"
"lui trova -> (che) Presente","che lui trovi"
"loro(f) si chiedono -> (che) Presente","che loro(f) si chiedano"
"lei salva -> (che) Presente","che lei salvi"
"lui si chiama -> (che) Imperfetto","che lui si chiamasse"
"voi finanziate -> (che) Presente","che voi finanziate"
"loro(f) si pettinano -> (che) Imperfetto","che loro(f) si pettinassero"
"noi scegliamo -> (che) Presente","che noi scegliamo"
"loro(f) prendono -> (che) Imperfetto","che loro(f) prendessero"
"lei diventa -> (che) Imperfetto","che lei diventasse"
"lui conferma -> (che) Imperfetto","che lui confermasse"
"loro(m) pongono -> (che) Imperfetto","che loro(m) ponessero"
"voi svolgete -> (che) Imperfetto","che voi svolgeste"
"noi otteniamo -> (che) Presente","che noi otteniamo"
"loro(m) vendono -> (che) Presente","che loro(m) vendano"
"io assicuro -> (che) Presente","che io assicuri"
"loro(m) vengono -> (che) Presente","che loro(m) vengano"
"lei si chiede -> (che) Imperfetto","che lei si chiedesse"
"loro(m) combattono -> (che) Presente","che loro(m) combattano"
"voi causate -> (che) Imperfetto","che voi causaste"
"tu effettui -> (che) Presente","che tu effettui"
"lui evita -> (che) Imperfetto","che lui evitasse"
"io comincio -> (che) Presente","che io cominci"
"io metto -> (che) Presente","che io metta"
"io rispondo -> (che) Presente","che io risponda"
"lei si sveglia -> (che) Presente","che lei si svegli"
"lui esprime -> (che) Presente","che lui esprima"
"loro(f) includono -> (che) Presente","che loro(f) includano"
"loro(m) entrano -> (che) Imperfetto","che loro(m) entrassero"
"lui balla -> (che) Imperfetto","che lui ballasse"
"lei tace -> (che) Imperfetto","che lei tacesse"
"noi passiamo -> (che) Presente","che noi passiamo"
"voi gestite -> (che) Imperfetto","che voi gestiste"
"lei si perde -> (che) Presente","che lei si perda"
"lei si annoia -> (che) Imperfetto","che lei si annoiasse"
"loro(f) crescono -> (che) Imperfetto","che loro(f) crescessero"
"loro(m) possono -> (che) Imperfetto","che loro(m) potessero"
"lui mostra -> (che) Imperfetto","che lui mostrasse"
"lui sa -> (che) Imperfetto","che lui sapesse"
"tu vai -> (che) Imperfetto","che tu andassi"
"loro(f) si lavano -> (che) Presente","che loro(f) si lavino"
"tu aumenti -> (che) Imperfetto","che tu aumentassi"
"noi applichiamo -> (che) Presente","che noi applichiamo"
"noi risolviamo -> (che) Imperfetto","che noi risolvessimo"
"tu lasci -> (che) Imperfetto","che tu lasciassi"
"noi notiamo -> (che) Presente","che noi notiamo"
"loro(m) cambiano -> (che) Presente","che loro(m) cambino"
"loro(m) iniziano -> (che) Presente","che loro(m) inizino"
"loro(m) passano -> (che) Imperfetto","che loro(m) passassero"
"lui migliora -> (che) Presente","che lui migliori"
"lei risolve -> (che) Presente","che lei risolva"
"noi rispettiamo -> (che) Presente","che noi rispettiamo"
"loro(f) si sbrigano -> (che) Imperfetto","che loro(f) si sbrigassero"
"loro(f) si vestono -> (che) Imperfetto","che loro(f) si vestissero"
"loro(m) si spogliano -> (che) Presente","che loro(m) si spoglino"
"lui si mette -> (che) Imperfetto","che lui si mettesse"
"loro(m) determinano -> (che) Presente","che loro(m) determinino"
"tu stai -> (che) Imperfetto","che tu stessi"
"tu nasci -> (che) Presente","che tu nasca"
"voi fermate -> (che) Imperfetto","che voi fermaste"
"io dimostro -> (che) Presente","che io dimostri"
"lui seleziona -> (che) Presente","che lui selezioni"
"loro(m) cucinano -> (che) Presente","che loro(m) cucinino"
"noi ci sbrighiamo -> (che) Presente","che noi ci sbrighiamo"
"loro(m) superano -> (che) Imperfetto","che loro(m) superassero"
"io mi diverto -> (che) Imperfetto","che io mi divertissi"
"voi conoscete -> (che) Imperfetto","che voi conosceste"
"loro(m) rafforzano -> (che) Imperfetto","che loro(m) rafforzassero"
"lui capisce -> (che) Presente","che lui capisca"
"lui usa -> (che) Presente","che lui usi"
"tu riesci -> (che) Imperfetto","che tu riuscissi"
