"io mi preparo --> Imperfetto","io mi preparavo"
"voi avete --> Imperfetto","voi avevate"
"loro(f) risolvono --> Imperfetto","loro(f) risolvevano"
"lui ottiene --> Imperfetto","lui otteneva"
"noi aggiungiamo --> Imperfetto","noi aggiungevamo"
"loro(m) eseguono --> Imperfetto","loro(m) eseguivano"
"lei trova --> Imperfetto","lei trovava"
"noi sappiamo --> Imperfetto","noi sapevamo"
"io assicuro --> Imperfetto","io assicuravo"
"loro(f) mettono --> Imperfetto","loro(f) mettevano"
"lui raccoglie --> Imperfetto","lui raccoglieva"
"io perdo --> Imperfetto","io perdevo"
"loro(f) vogliono --> Imperfetto","loro(f) volevano"
"loro(f) distruggono --> Imperfetto","loro(f) distruggevano"
"lei causa --> Imperfetto","lei causava"
"voi continuate --> Imperfetto","voi continuavate"
"loro(f) si arrabbiano --> Imperfetto","loro(f) si arrabbiavano"
"lei vende --> Imperfetto","lei vendeva"
"io mi chiedo --> Imperfetto","io mi chiedevo"
"voi vi innamorate --> Imperfetto","voi vi innamoravate"
"voi verificate --> Imperfetto","voi verificavate"
"tu affronti --> Imperfetto","tu affrontavi"
"loro(m) inviano --> Imperfetto","loro(m) inviavano"
"lui elimina --> Imperfetto","lui eliminava"
"noi balliamo --> Imperfetto","noi ballavamo"
"loro(f) condividono --> Imperfetto","loro(f) condividevano"
"lei si annoia --> Imperfetto","lei si annoiava"
"loro(m) cucinano --> Imperfetto","loro(m) cucinavano"
"lui avvia --> Imperfetto","lui avviava"
"io conosco --> Imperfetto","io conoscevo"
"lui sviluppa --> Imperfetto","lui sviluppava"
"loro(f) prendono --> Imperfetto","loro(f) prendevano"
"loro(m) si perdono --> Imperfetto","loro(m) si perdevano"
"loro(f) riducono --> Imperfetto","loro(f) riducevano"
"voi dimenticate --> Imperfetto","voi dimenticavate"
"lui dà --> Imperfetto","lui dava"
"noi viviamo --> Imperfetto","noi vivevamo"
"voi create --> Imperfetto","voi creavate"
"loro(f) evitano --> Imperfetto","loro(f) evitavano"
"io riconosco --> Imperfetto","io riconoscevo"
"voi restate --> Imperfetto","voi restavate"
"tu smetti --> Imperfetto","tu smettevi"
"loro(f) ascoltano --> Imperfetto","loro(f) ascoltavano"
"tu aspetti --> Imperfetto","tu aspettavi"
"voi dimostrate --> Imperfetto","voi dimostravate"
"tu finanzi --> Imperfetto","tu finanziavi"
"voi entrate --> Imperfetto","voi entravate"
"lui torna --> Imperfetto","lui tornava"
"tu attui --> Imperfetto","tu attuavi"
"lei combatte --> Imperfetto","lei combatteva"
"loro(m) vengono --> Imperfetto","loro(m) venivano"
"io partecipo --> Imperfetto","io partecipavo"
"io prevengo --> Imperfetto","io prevenivo"
"tu ti svegli --> Imperfetto","tu ti svegliavi"
"loro(m) mantengono --> Imperfetto","loro(m) mantenevano"
"lui pulisce --> Imperfetto","lui puliva"
"lei prepara --> Imperfetto","lei preparava"
"voi promuovete --> Imperfetto","voi promuovevate"
"voi state --> Imperfetto","voi stavate"
"noi controlliamo --> Imperfetto","noi controllavamo"
"loro(m) ricevono --> Imperfetto","loro(m) ricevevano"
"voi vi vestite --> Imperfetto","voi vi vestivate"
"noi chiediamo --> Imperfetto","noi chiedevamo"
"lei cresce --> Imperfetto","lei cresceva"
"lui ringrazia --> Imperfetto","lui ringraziava"
"lui svolge --> Imperfetto","lui svolgeva"
"loro(m) viaggiano --> Imperfetto","loro(m) viaggiavano"
"tu impari --> Imperfetto","tu imparavi"
"voi aumentate --> Imperfetto","voi aumentavate"
"tu giochi --> Imperfetto","tu giocavi"
"noi assumiamo --> Imperfetto","noi assumevamo"
"loro(f) nascondono --> Imperfetto","loro(f) nascondevano"
"voi andate --> Imperfetto","voi andavate"
"noi individuiamo --> Imperfetto","noi individuavamo"
"io immagino --> Imperfetto","io immaginavo"
"io seleziono --> Imperfetto","io selezionavo"
"io sono --> Imperfetto","io ero"
"tu taci --> Imperfetto","tu tacevi"
"loro(f) si sièdono/èggono --> Imperfetto","loro(f) si sedevano"
"lui si ricorda --> Imperfetto","lui si ricordava"
"voi lavorate --> Imperfetto","voi lavoravate"
"voi costruite --> Imperfetto","voi costruivate"
"noi comunichiamo --> Imperfetto","noi comunicavamo"
"voi rimanete --> Imperfetto","voi rimanevate"
"tu discuti --> Imperfetto","tu discutevi"
"voi cantate --> Imperfetto","voi cantavate"
"lui applica --> Imperfetto","lui applicava"
"io studio --> Imperfetto","io studiavo"
"voi passate --> Imperfetto","voi passavate"
"io provo --> Imperfetto","io provavo"
"loro(f) migliorano --> Imperfetto","loro(f) miglioravano"
"io guardo --> Imperfetto","io guardavo"
"lei nota --> Imperfetto","lei notava"
"voi stabilite --> Imperfetto","voi stabilivate"
"loro(f) bevono --> Imperfetto","loro(f) bevevano"
"loro(m) rendono --> Imperfetto","loro(m) rendevano"
"loro(f) si chiamano --> Imperfetto","loro(f) si chiamavano"
"tu completi --> Imperfetto","tu completavi"
"loro(f) aiutano --> Imperfetto","loro(f) aiutavano"
"noi temiamo --> Imperfetto","noi temevamo"
"lei piace --> Imperfetto","lei piaceva"
"noi proteggiamo --> Imperfetto","noi proteggevamo"
"loro(m) muoiono --> Imperfetto","loro(m) morivano"
"voi recuperate --> Imperfetto","voi recuperavate"
"tu ti metti --> Imperfetto","tu ti mettevi"
"lei si lava --> Imperfetto","lei si lavava"
"loro(f) limitano --> Imperfetto","loro(f) limitavano"
"voi vi divertite --> Imperfetto","voi vi divertivate"
"lei copre --> Imperfetto","lei copriva"
"tu arrivi --> Imperfetto","tu arrivavi"
"lui mangia --> Imperfetto","lui mangiava"
"loro(m) chiamano --> Imperfetto","loro(m) chiamavano"
"loro(m) vincono --> Imperfetto","loro(m) vincevano"
"loro(m) sentono --> Imperfetto","loro(m) sentivano"
"tu parli --> Imperfetto","tu parlavi"
"noi adottiamo --> Imperfetto","noi adottavamo"
"lei organizza --> Imperfetto","lei organizzava"
"lui fornisce --> Imperfetto","lui forniva"
"tu puoi --> Imperfetto","tu potevi"
"noi valutiamo --> Imperfetto","noi valutavamo"
"io godo --> Imperfetto","io godevo"
"loro(f) iniziano --> Imperfetto","loro(f) iniziavano"
"loro(f) amano --> Imperfetto","loro(f) amavano"
"voi raggiungete --> Imperfetto","voi raggiungevate"
"tu abiti --> Imperfetto","tu abitavi"
"lui acquista --> Imperfetto","lui acquistava"
"lui garantisce --> Imperfetto","lui garantiva"
"noi ci sbrighiamo --> Imperfetto","noi ci sbrigavamo"
"voi vi fate --> Imperfetto","voi vi facevate"
"loro(f) sostengono --> Imperfetto","loro(f) sostenevano"
"io considero --> Imperfetto","io consideravo"
"lui introduce --> Imperfetto","lui introduceva"
"lui si accomoda --> Imperfetto","lui si accomodava"
"tu decidi --> Imperfetto","tu decidevi"
"tu rispondi --> Imperfetto","tu rispondevi"
"io sembro --> Imperfetto","io sembravo"
"lui salta --> Imperfetto","lui saltava"
"noi leggiamo --> Imperfetto","noi leggevamo"
"tu ti preoccupi --> Imperfetto","tu ti preoccupavi"
"tu consenti --> Imperfetto","tu consentivi"
"lei accetta --> Imperfetto","lei accettava"
"lei si pettina --> Imperfetto","lei si pettinava"
"io credo --> Imperfetto","io credevo"
"voi permettete --> Imperfetto","voi permettevate"
"noi fermiamo --> Imperfetto","noi fermavamo"
"loro(m) richiedono --> Imperfetto","loro(m) richiedevano"
"lei si ferma --> Imperfetto","lei si fermava"
"loro(f) identificano --> Imperfetto","loro(f) identificavano"
"noi soddisfiamo --> Imperfetto","noi soddisfacevamo"
"voi vi alzate --> Imperfetto","voi vi alzavate"
"tu corri --> Imperfetto","tu correvi"
"lui pensa --> Imperfetto","lui pensava"
"voi realizzate --> Imperfetto","voi realizzavate"
"tu scrivi --> Imperfetto","tu scrivevi"
"lui agisce --> Imperfetto","lui agiva"
"io dormo --> Imperfetto","io dormivo"
"io servo --> Imperfetto","io servivo"
"io dico --> Imperfetto","io dicevo"
"lei comincia --> Imperfetto","lei cominciava"
"lei apre --> Imperfetto","lei apriva"
"io esamino --> Imperfetto","io esaminavo"
"loro(f) incontrano --> Imperfetto","loro(f) incontravano"
"voi uscite --> Imperfetto","voi uscivate"
"loro(m) producono --> Imperfetto","loro(m) producevano"
"lui gestisce --> Imperfetto","lui gestiva"
"tu funzioni --> Imperfetto","tu funzionavi"
"io definisco --> Imperfetto","io definivo"
"loro(m) pongono --> Imperfetto","loro(m) ponevano"
"voi scoprite --> Imperfetto","voi scoprivate"
"loro(m) devono/ebbono --> Imperfetto","loro(m) dovevano"
"lui guida --> Imperfetto","lui guidava"
"lei scarica --> Imperfetto","lei scaricava"
"noi offriamo --> Imperfetto","noi offrivamo"
"loro(f) superano --> Imperfetto","loro(f) superavano"
"lui rafforza --> Imperfetto","lui rafforzava"
"loro(f) si spogliano --> Imperfetto","loro(f) si spogliavano"
"loro(m) rispettano --> Imperfetto","loro(m) rispettavano"
"loro(f) effettuano --> Imperfetto","loro(f) effettuavano"
"loro(m) seguono --> Imperfetto","loro(m) seguivano"
"voi spegnete --> Imperfetto","voi spegnevate"
"voi salite --> Imperfetto","voi salivate"
"lui presenta --> Imperfetto","lui presentava"
"loro(m) includono --> Imperfetto","loro(m) includevano"
"loro(m) partono --> Imperfetto","loro(m) partivano"
"io rimuovo --> Imperfetto","io rimuovevo"
"tu contribuisci --> Imperfetto","tu contribuivi"
"voi vi sentite --> Imperfetto","voi vi sentivate"
"loro(m) si addormentano --> Imperfetto","loro(m) si addormentavano"
"lui porta --> Imperfetto","lui portava"
"loro(f) spediscono --> Imperfetto","loro(f) spedivano"
"loro(m) pagano --> Imperfetto","loro(m) pagavano"
"tu cambi --> Imperfetto","tu cambiavi"
"noi capiamo --> Imperfetto","noi capivamo"
"io installo --> Imperfetto","io installavo"
"voi visitate --> Imperfetto","voi visitavate"
"lui indica --> Imperfetto","lui indicava"
"loro(m) chiudono --> Imperfetto","loro(m) chiudevano"
"lui cerca --> Imperfetto","lui cercava"
"loro(f) mostrano --> Imperfetto","loro(f) mostravano"
"io sopravvivo --> Imperfetto","io sopravvivevo"
"tu utilizzi --> Imperfetto","tu utilizzavi"
"noi uccidiamo --> Imperfetto","noi uccidevamo"
"lei comprende --> Imperfetto","lei comprendeva"
"lui riesce --> Imperfetto","lui riusciva"
"lei determina --> Imperfetto","lei determinava"
"tu impedisci --> Imperfetto","tu impedivi"
"io scelgo --> Imperfetto","io sceglievo"
"noi difendiamo --> Imperfetto","noi difendevamo"
"io favorisco --> Imperfetto","io favorivo"
"noi confermiamo --> Imperfetto","noi confermavamo"
"loro(f) nascono --> Imperfetto","loro(f) nascevano"
"noi incoraggiamo --> Imperfetto","noi incoraggiavamo"
"voi cadete --> Imperfetto","voi cadevate"
"loro(m) salvano --> Imperfetto","loro(m) salvavano"
"loro(m) sostituiscono --> Imperfetto","loro(m) sostituivano"
"loro(m) inseriscono --> Imperfetto","loro(m) inserivano"
"lei lascia --> Imperfetto","lei lasciava"
"loro(m) scendono --> Imperfetto","loro(m) scendevano"
"tu appari --> Imperfetto","tu apparivi"
"noi accediamo --> Imperfetto","noi accedevamo"
"loro(m) sparano --> Imperfetto","loro(m) sparavano"
"lei ricorda --> Imperfetto","lei ricordava"
"voi comprate --> Imperfetto","voi compravate"
"io preferisco --> Imperfetto","io preferivo"
"io modifico --> Imperfetto","io modificavo"
"lei tiene --> Imperfetto","lei teneva"
"io esprimo --> Imperfetto","io esprimevo"
"lei usa --> Imperfetto","lei usava"
"lei finisce --> Imperfetto","lei finiva"
"lei diventa --> Imperfetto","lei diventava"
"voi vedete --> Imperfetto","voi vedevate"
"lui spiega --> Imperfetto","lui spiegava"
"noi facciamo --> Imperfetto","noi facevamo"
"lui ride --> Imperfetto","lui rideva"
